3528-9470-0050-0044,8888500044,Male,18-06-1953,Civil Servant,Purwokerto,555200,Indonesia,Married,12825800,07-02-2000
3528-9470-0050-0045,8888500045,Male,29-06-1950,Professional,Bandung,550900,UK,Married,5534300,12-11-2012
3528-9470-0050-0046,8888500046,Male,18-06-1986,Civil Servant,Purwokerto,802400,Indonesia,Married,17081800,27-12-2007
3528-9470-0050-0047,8888500047,Female,11-12-1966,Professional,Jakarta,482100,Singapore,Married,2732600,14-05-2004
3528-9470-0050-0048,8888500048,Male,28-08-1996,Civil Servant,Purwokerto,690400,Singapore,Married,16963300,19-08-2001
3528-9470-0050-0049,8888500049,Male,19-10-1957,Civil Servant,Medan,672900,Indonesia,Married,2533600,29-06-2002
3528-9470-0050-0050,8888500050,Male,19-12-1998,Professional,Palembang,653700,Indonesia,Married,2598300,29-06-2007
3528-9470-0050-0051,8888500051,Male,05-12-1981,Professional,Bandung,475800,USA,Married,7389500,21-02-2013
3528-9470-0050-0052,8888500052,Male,18-10-1985,Civil Servant,Padang,665700,Indonesia,Married,10122300,17-02-2000
3528-9470-0050-0053,8888500053,Female,17-11-1998,Housewife,Medan,277400,Indonesia,Married,6417600,18-10-2010
3528-9470-0050-0054,8888500054,Female,15-02-1998,Civil Servant,Semarang,248000,China,Single,7613100,26-01-2004
3528-9470-0050-0055,8888500055,Male,06-05-1972,Civil Servant,Banjar,268800,Indonesia,Married,4094900,18-11-2006
3528-9470-0050-0056,8888500056,Male,10-07-1954,Civil Servant,Medan,158800,USA,Married,8506900,12-06-2001
3528-9470-0050-0057,8888500057,Male,13-06-1992,Professional,Padang,581800,Indonesia,Married,12511700,02-06-2010
3528-9470-0050-0058,8888500058,Male,12-05-1954,Housewife,Palembang,783700,Indonesia,Divorced,9337500,27-10-2001
3528-9470-0050-0059,8888500059,Male,23-04-1966,Professional,Banjar,116100,Indonesia,Married,19652300,16-05-2003
3528-9470-0050-0060,8888500060,Male,29-05-1973,Housewife,Medan,454400,UK,Married,18394300,07-12-2000
3528-9470-0050-0061,8888500061,Male,08-04-1976,Professional,Tasik,382100,Indonesia,Married,7921500,11-12-2010
3528-9470-0050-0062,8888500062,Female,23-09-1993,Professional,Padang,322000,Indonesia,Married,9641800,25-01-2006
3528-9470-0050-0063,8888500063,Male,08-08-1958,Professional,Yogyakarta,883300,Indonesia,Married,6887300,04-03-2007
3528-9470-0050-0064,8888500064,Male,02-01-1966,Housewife,Banjar,206400,Indonesia,Married,1994400,09-07-2017
3528-9470-0050-0065,8888500065,Male,16-02-1974,Housewife,Semarang,765900,Indonesia,Single,16955000,22-12-2007
3528-9470-0050-0066,8888500066,Male,01-05-1998,Civil Servant,Yogyakarta,450500,Thailand,Divorced,12790400,05-06-2016
3528-9470-0050-0067,8888500067,Male,24-04-1957,Civil Servant,Medan,858000,Indonesia,Married,6445400,20-03-2011
3528-9470-0050-0068,8888500068,Male,24-02-1951,Professional,Medan,201300,Indonesia,Married,19059200,17-10-2012
3528-9470-0050-0069,8888500069,Male,08-12-1955,Student,Medan,424600,Malaysia,Married,18293800,20-07-2010
3528-9470-0050-0070,8888500070,Female,15-02-1988,Professional,Medan,344900,Indonesia,Divorced,7925000,24-02-2006
3528-9470-0050-0071,8888500071,Male,01-04-1954,Civil Servant,Medan,763400,Indonesia,Single,9337900,18-02-2006
3528-9470-0050-0072,8888500072,Female,31-01-1968,Housewife,Medan,319500,Indonesia,Married,12241700,26-01-2017
3528-9470-0050-0073,8888500073,Male,25-07-1986,Civil Servant,Medan,766100,Indonesia,Married,18915700,05-05-2002
3528-9470-0050-0074,8888500074,Male,13-07-1977,Self Employee,Palembang,631500,Indonesia,Single,13300300,01-04-2010
3528-9470-0050-0075,8888500075,Female,08-11-1972,Civil Servant,Palembang,170300,Indonesia,Married,14239400,25-07-2012
3528-9470-0050-0076,8888500076,Male,31-03-1975,Self Employee,Semarang,699000,Indonesia,Married,15206200,16-12-2008
3528-9470-0050-0077,8888500077,Male,20-11-1973,Housewife,Yogyakarta,827200,Singapore,Married,18766300,22-02-2002
3528-9470-0050-0078,8888500078,Male,26-06-1959,Housewife,Tasik,249900,Indonesia,Married,11267100,18-04-2003
3528-9470-0050-0079,8888500079,Male,20-04-1988,Professional,Medan,509600,Indonesia,Single,13534100,16-07-2012
3528-9470-0050-0080,8888500080,Male,29-11-1981,Private Employee,Medan,696900,Indonesia,Married,4486600,08-05-2005
3528-9470-0050-0081,8888500081,Female,05-04-1980,Professional,Semarang,386000,Japan,Married,18180500,26-04-2003
3528-9470-0050-0082,8888500082,Female,07-04-1974,Professional,Yogyakarta,715800,Indonesia,Single,2007400,22-07-2015
3528-9470-0050-0083,8888500083,Female,26-06-1978,Professional,Medan,284900,Indonesia,Married,3113500,29-08-2017
3528-9470-0050-0084,8888500084,Male,08-12-1951,Professional,Padang,452500,Indonesia,Married,3096600,01-03-2003
3528-9470-0050-0085,8888500085,Male,01-05-1967,Others,Bandung,874800,Indonesia,Divorced,11055200,22-09-2000
3528-9470-0050-0086,8888500086,Female,17-06-1959,Civil Servant,Surabaya,182800,Indonesia,Married,5018800,20-06-2009
3528-9470-0050-0087,8888500087,Male,06-09-1987,Civil Servant,Tasik,884900,Japan,Married,15922700,09-10-2009
3528-9470-0050-0088,8888500088,Female,13-05-1965,Civil Servant,Surabaya,249800,Indonesia,Married,17888800,22-10-2012
3528-9470-0050-0089,8888500089,Male,24-02-1973,Civil Servant,Tasik,891700,Indonesia,Married,1770300,01-12-2007
3528-9470-0050-0090,8888500090,Male,21-06-1959,Housewife,Palembang,505500,Indonesia,Married,8348700,06-09-2005
3528-9470-0050-0091,8888500091,Male,28-07-1983,Civil Servant,Jakarta,595800,Indonesia,Married,8257100,17-08-2000
3528-9470-0050-0092,8888500092,Male,17-02-1962,Professional,Surabaya,879600,Indonesia,Married,19663800,17-08-2008
3528-9470-0050-0093,8888500093,Male,06-09-1964,Civil Servant,Palembang,714400,Indonesia,Married,7861300,23-08-2010
3528-9470-0050-0094,8888500094,Male,09-04-1996,Housewife,Banjar,101700,USA,Divorced,17578500,26-05-2009
3528-9470-0050-0095,8888500095,Male,04-04-1979,Civil Servant,Medan,814400,Indonesia,Married,16809800,30-09-2004
3528-9470-0050-0096,8888500096,Male,15-03-1981,Others,Jakarta,202100,India,Married,4029800,09-12-2003
3528-9470-0050-0097,8888500097,Female,13-08-1965,Housewife,Bandung,611600,Indonesia,Single,10440600,25-04-2000
3528-9470-0050-0098,8888500098,Male,20-09-1979,Professional,Jakarta,615100,Indonesia,Married,14558200,08-02-2006
3528-9470-0050-0099,8888500099,Male,02-12-1992,Others,Semarang,459700,Indonesia,Married,16468200,25-12-2003
3528-9470-0050-0100,8888500100,Male,15-04-1999,Student,Surabaya,310100,Indonesia,Married,19012400,31-08-2001
3528-9470-0050-0101,8888500101,Male,29-04-1953,Housewife,Banjar,155900,Thailand,Married,4369700,01-09-2004
3528-9470-0050-0102,8888500102,Male,14-04-1990,Professional,Jakarta,177400,Malaysia,Married,15890700,12-09-2016
3528-9470-0050-0103,8888500103,Male,14-09-1976,Civil Servant,Medan,186100,China,Married,10860900,27-09-2016
3528-9470-0050-0104,8888500104,Male,18-09-1984,Professional,Medan,490300,Indonesia,Married,7413000,17-10-2004
3528-9470-0050-0105,8888500105,Male,16-10-1978,Civil Servant,Yogyakarta,136600,Indonesia,Married,15181000,02-03-2014
3528-9470-0050-0106,8888500106,Male,28-10-1955,Civil Servant,Medan,471400,Indonesia,Single,3166400,15-04-2007
3528-9470-0050-0107,8888500107,Male,14-01-1958,Professional,Tasik,395700,Indonesia,Married,13654600,18-08-2005
3528-9470-0050-0108,8888500108,Female,28-09-1994,Student,Padang,786800,Indonesia,Married,14919400,22-11-2004
3528-9470-0050-0109,8888500109,Male,07-01-1975,Student,Purwokerto,671700,USA,Married,6749700,28-09-2003
3528-9470-0050-0110,8888500110,Male,05-05-1989,Professional,Semarang,393000,Indonesia,Single,9947200,21-02-2009
3528-9470-0050-0111,8888500111,Male,29-09-1988,Civil Servant,Banjar,250600,Indonesia,Married,15601000,15-04-2002
3528-9470-0050-0112,8888500112,Male,26-07-1981,Professional,Yogyakarta,163000,Japan,Married,3963800,19-09-2014
3528-9470-0050-0113,8888500113,Female,10-11-1956,Civil Servant,Medan,320500,Indonesia,Married,2715700,13-08-2016
3528-9470-0050-0114,8888500114,Male,09-06-1998,Student,Jakarta,314000,Australia,Married,4501100,09-12-2010
3528-9470-0050-0115,8888500115,Female,17-08-1965,Civil Servant,Tasik,885600,USA,Single,13333500,21-06-2014
3528-9470-0050-0116,8888500116,Male,28-05-1972,Housewife,Semarang,464600,Indonesia,Married,14333500,21-11-2005
3528-9470-0050-0117,8888500117,Female,05-02-1984,Civil Servant,Palembang,196300,Indonesia,Divorced,3655300,19-06-2012
3528-9470-0050-0118,8888500118,Male,09-06-1995,Professional,Medan,144300,Indonesia,Married,5286600,14-05-2017
3528-9470-0050-0119,8888500119,Male,20-11-1963,Housewife,Bandung,820600,Indonesia,Married,4914300,13-07-2011
3528-9470-0050-0120,8888500120,Male,04-03-1965,Professional,Medan,181600,Indonesia,Married,5529200,24-10-2005
3528-9470-0050-0121,8888500121,Male,16-02-1959,Civil Servant,Tasik,279100,Indonesia,Married,4003300,16-09-2016
3528-9470-0050-0122,8888500122,Male,07-11-1967,Self Employee,Palembang,794800,Australia,Married,11186900,06-11-2016
3528-9470-0050-0123,8888500123,Male,13-08-1984,Professional,Palembang,373300,Indonesia,Single,9131200,18-04-2012
3528-9470-0050-0124,8888500124,Male,29-05-1998,Housewife,Medan,411200,Indonesia,Single,7875300,11-03-2012
3528-9470-0050-0125,8888500125,Male,05-09-1996,Professional,Semarang,727300,Japan,Married,13724600,02-06-2001
3528-9470-0050-0126,8888500126,Male,15-06-1990,Professional,Medan,239400,Indonesia,Single,12494400,23-06-2015
3528-9470-0050-0127,8888500127,Male,04-05-1992,Housewife,Medan,671500,Indonesia,Married,13544500,16-10-2013
3528-9470-0050-0128,8888500128,Female,26-12-1998,Student,Yogyakarta,620000,Indonesia,Married,12378400,25-05-2017
3528-9470-0050-0129,8888500129,Male,21-05-1976,Student,Purwokerto,191000,Indonesia,Single,8736500,12-05-2003
3528-9470-0050-0130,8888500130,Male,21-08-1995,Professional,Padang,178200,Indonesia,Married,6645000,20-01-2004
3528-9470-0050-0131,8888500131,Female,24-12-1995,Civil Servant,Padang,465600,Indonesia,Married,3283600,02-10-2011
3528-9470-0050-0132,8888500132,Male,24-03-1966,Professional,Medan,206600,Indonesia,Single,17337400,03-08-2002
3528-9470-0050-0133,8888500133,Male,18-02-1981,Professional,Yogyakarta,724200,Indonesia,Married,19080200,17-10-2017
3528-9470-0050-0134,8888500134,Male,19-03-1960,Professional,Surabaya,899200,UK,Married,18702800,30-11-2006
3528-9470-0050-0135,8888500135,Female,17-03-1968,Professional,Palembang,341100,Malaysia,Married,13594600,01-03-2001
3528-9470-0050-0136,8888500136,Female,25-11-1966,Others,Tasik,264400,Indonesia,Married,3702200,11-02-2015
3528-9470-0050-0137,8888500137,Male,10-05-1989,Civil Servant,Purwokerto,897300,Thailand,Married,12842600,10-07-2013
3528-9470-0050-0138,8888500138,Male,26-01-2000,Housewife,Bandung,341200,China,Single,12593800,04-01-2009
3528-9470-0050-0139,8888500139,Female,20-02-1984,Civil Servant,Yogyakarta,731600,Indonesia,Married,16136100,07-04-2011
3528-9470-0050-0140,8888500140,Male,21-01-1980,Civil Servant,Yogyakarta,743500,UK,Divorced,10184000,18-01-2000
3528-9470-0050-0141,8888500141,Male,12-03-1972,Professional,Medan,309300,Australia,Married,12828800,16-01-2004
3528-9470-0050-0142,8888500142,Male,03-10-1985,Private Employee,Banjar,556700,USA,Married,16091100,25-11-2003
3528-9470-0050-0143,8888500143,Male,10-04-1966,Civil Servant,Medan,130000,Indonesia,Married,19027000,14-04-2001
3528-9470-0050-0144,8888500144,Male,26-05-1991,Housewife,Palembang,213700,Thailand,Single,4113500,18-08-2010
3528-9470-0050-0145,8888500145,Male,27-06-1993,Professional,Banjar,301200,Indonesia,Married,8983200,09-04-2001
3528-9470-0050-0146,8888500146,Male,06-11-1962,Professional,Jakarta,773400,India,Married,3548400,01-06-2014
3528-9470-0050-0147,8888500147,Male,27-03-1978,Student,Purwokerto,702900,Indonesia,Single,19643000,02-07-2008
3528-9470-0050-0148,8888500148,Female,24-08-1951,Civil Servant,Surabaya,626800,Indonesia,Married,4051400,29-11-2005
3528-9470-0050-0149,8888500149,Male,05-04-1965,Professional,Semarang,867500,Indonesia,Divorced,8561900,09-07-2002
3528-9470-0050-0150,8888500150,Male,20-11-1985,Professional,Semarang,257600,Indonesia,Divorced,11385200,29-01-2015
3528-9470-0050-0151,8888500151,Male,26-12-1987,Professional,Tasik,501100,Indonesia,Single,19163500,06-08-2017
3528-9470-0050-0152,8888500152,Female,07-02-1954,Professional,Semarang,279200,Indonesia,Married,17147000,18-08-2011
3528-9470-0050-0153,8888500153,Female,15-12-1970,Civil Servant,Bandung,169000,India,Single,15054400,23-10-2016
3528-9470-0050-0154,8888500154,Male,07-11-1982,Civil Servant,Banjar,576500,UK,Married,11320800,10-02-2013
3528-9470-0050-0155,8888500155,Female,23-03-1951,Housewife,Tasik,273600,Indonesia,Married,3868300,21-04-2015
3528-9470-0050-0156,8888500156,Male,02-06-1996,Private Employee,Yogyakarta,574300,Indonesia,Married,19247800,08-04-2012
3528-9470-0050-0157,8888500157,Male,12-02-1990,Housewife,Semarang,645900,Indonesia,Married,11855300,22-12-2014
3528-9470-0050-0158,8888500158,Male,08-05-1992,Civil Servant,Semarang,860300,Indonesia,Married,16358300,07-01-2013
3528-9470-0050-0159,8888500159,Male,08-02-1977,Housewife,Purwokerto,879600,Thailand,Single,7185200,13-02-2012
3528-9470-0050-0160,8888500160,Female,26-12-1997,Professional,Banjar,184800,Thailand,Divorced,15759100,17-11-2004
3528-9470-0050-0161,8888500161,Male,07-04-1996,Housewife,Surabaya,129200,Indonesia,Divorced,7686400,10-07-2014
3528-9470-0050-0162,8888500162,Male,10-04-1976,Housewife,Yogyakarta,465000,Indonesia,Divorced,1519700,31-03-2014
3528-9470-0050-0163,8888500163,Male,18-05-1952,Professional,Tasik,100500,Indonesia,Married,5485600,05-12-2010
3528-9470-0050-0164,8888500164,Male,07-06-1997,Housewife,Purwokerto,615900,Indonesia,Single,12253000,23-02-2015
3528-9470-0050-0165,8888500165,Male,08-10-1986,Civil Servant,Palembang,754400,Indonesia,Single,10768800,01-10-2013
3528-9470-0050-0166,8888500166,Male,08-01-1958,Civil Servant,Medan,235200,Indonesia,Married,19330100,19-06-2000
3528-9470-0050-0167,8888500167,Male,09-07-1975,Housewife,Padang,853400,Indonesia,Married,8632700,27-11-2011
3528-9470-0050-0168,8888500168,Male,25-06-1957,Civil Servant,Bandung,766800,Indonesia,Married,8828200,29-04-2003
3528-9470-0050-0169,8888500169,Female,16-01-1960,Civil Servant,Tasik,472800,Australia,Married,7744100,05-06-2004
3528-9470-0050-0170,8888500170,Male,15-01-1964,Civil Servant,Palembang,766000,Indonesia,Married,16051300,15-07-2000
3528-9470-0050-0171,8888500171,Female,03-11-1958,Civil Servant,Purwokerto,402600,Indonesia,Married,3277400,06-07-2009
3528-9470-0050-0172,8888500172,Female,26-11-1979,Housewife,Medan,494100,Indonesia,Married,18219000,27-05-2001
3528-9470-0050-0173,8888500173,Male,07-09-1953,Civil Servant,Semarang,765200,Australia,Single,4347000,11-01-2010
3528-9470-0050-0174,8888500174,Male,11-07-1993,Private Employee,Semarang,865800,China,Divorced,13667300,16-05-2010
3528-9470-0050-0175,8888500175,Male,02-01-1967,Professional,Banjar,573000,Indonesia,Married,14905900,05-06-2015
3528-9470-0050-0176,8888500176,Male,03-07-1954,Private Employee,Semarang,373900,Indonesia,Single,12654700,07-12-2014
3528-9470-0050-0177,8888500177,Male,19-08-1971,Private Employee,Padang,153200,Indonesia,Married,13826600,11-03-2016
3528-9470-0050-0178,8888500178,Female,20-06-1961,Civil Servant,Surabaya,218800,Indonesia,Divorced,11617800,28-02-2011
3528-9470-0050-0179,8888500179,Male,19-01-1960,Others,Purwokerto,561700,UK,Married,3635800,23-03-2003
3528-9470-0050-0180,8888500180,Female,25-12-1993,Civil Servant,Bandung,864300,Indonesia,Married,8469400,03-10-2010
3528-9470-0050-0181,8888500181,Male,09-06-1957,Professional,Medan,713000,Indonesia,Married,12118700,12-05-2007
3528-9470-0050-0182,8888500182,Male,03-01-2000,Professional,Surabaya,647700,Japan,Married,7283400,03-09-2006
3528-9470-0050-0183,8888500183,Male,31-01-1978,Housewife,Jakarta,351200,Indonesia,Married,11763900,29-04-2009
3528-9470-0050-0184,8888500184,Male,16-05-1981,Private Employee,Padang,867700,Indonesia,Married,3460700,19-09-2013
3528-9470-0050-0185,8888500185,Male,17-07-1977,Housewife,Jakarta,386600,Indonesia,Single,11767300,21-01-2005
3528-9470-0050-0186,8888500186,Female,21-09-1966,Housewife,Jakarta,375500,China,Married,2218900,06-11-2005
3528-9470-0050-0187,8888500187,Male,04-02-1976,Housewife,Medan,321800,Indonesia,Divorced,12062300,14-12-2016
3528-9470-0050-0188,8888500188,Male,29-09-1971,Professional,Bandung,493800,Indonesia,Married,13999900,11-02-2016
3528-9470-0050-0189,8888500189,Male,02-11-1969,Professional,Tasik,695200,Indonesia,Married,7597000,03-08-2017
3528-9470-0050-0190,8888500190,Male,08-03-1998,Professional,Banjar,489000,Indonesia,Married,13139000,14-03-2013
3528-9470-0050-0191,8888500191,Female,21-01-1996,Private Employee,Padang,263600,UK,Married,7825600,20-03-2014
3528-9470-0050-0192,8888500192,Male,15-04-1963,Professional,Tasik,821800,Indonesia,Single,2890300,18-07-2016
3528-9470-0050-0193,8888500193,Male,05-05-1986,Housewife,Palembang,251300,Indonesia,Married,3134200,07-07-2004
3528-9470-0050-0194,8888500194,Female,18-07-1979,Civil Servant,Jakarta,400400,Indonesia,Married,11651100,09-04-2017
3528-9470-0050-0195,8888500195,Female,24-05-1993,Self Employee,Tasik,189500,UK,Divorced,4667800,18-11-2005
3528-9470-0050-0196,8888500196,Female,02-08-1955,Professional,Purwokerto,662800,Japan,Single,1977900,20-04-2006
3528-9470-0050-0197,8888500197,Female,23-08-1989,Civil Servant,Medan,471500,Indonesia,Married,3779500,23-08-2015
3528-9470-0050-0198,8888500198,Female,07-09-1969,Professional,Palembang,710500,Indonesia,Married,1741200,13-01-2002
3528-9470-0050-0199,8888500199,Male,01-12-1980,Professional,Tasik,547800,Indonesia,Married,6068900,25-05-2014
3528-9470-0050-0200,8888500200,Male,15-10-1993,Civil Servant,Medan,722500,Indonesia,Married,11509500,28-04-2007
3528-9470-0050-0201,8888500201,Male,23-03-1969,Housewife,Palembang,288400,Indonesia,Married,14729500,26-03-2010
3528-9470-0050-0202,8888500202,Female,04-09-1975,Student,Medan,670600,Indonesia,Married,7007500,03-04-2004
3528-9470-0050-0203,8888500203,Male,15-12-1952,Student,Yogyakarta,234100,Indonesia,Married,13672400,06-11-2009
3528-9470-0050-0204,8888500204,Male,22-12-1970,Self Employee,Jakarta,763800,Indonesia,Married,18242900,09-05-2017
3528-9470-0050-0205,8888500205,Male,09-10-1959,Professional,Semarang,664100,Indonesia,Single,5648200,26-11-2005
3528-9470-0050-0206,8888500206,Female,08-02-1994,Student,Bandung,645400,Indonesia,Married,5644500,29-01-2012
3528-9470-0050-0207,8888500207,Male,10-01-1988,Self Employee,Padang,404400,Indonesia,Married,13331300,30-12-2005
3528-9470-0050-0208,8888500208,Male,13-05-1962,Others,Tasik,168700,Singapore,Single,18306000,21-04-2000
3528-9470-0050-0209,8888500209,Male,02-06-1991,Civil Servant,Jakarta,501600,Australia,Married,13089700,08-12-2009
3528-9470-0050-0210,8888500210,Male,01-07-1950,Student,Bandung,775500,Indonesia,Married,3178200,28-07-2002
3528-9470-0050-0211,8888500211,Male,09-12-1983,Civil Servant,Yogyakarta,487200,Indonesia,Married,3905700,30-10-2011
3528-9470-0050-0212,8888500212,Male,21-10-1961,Civil Servant,Yogyakarta,301900,Indonesia,Single,6806000,18-03-2003
3528-9470-0050-0213,8888500213,Female,21-02-1991,Professional,Tasik,757900,Indonesia,Single,19669400,27-11-2003
3528-9470-0050-0214,8888500214,Female,13-06-1999,Professional,Surabaya,639400,Indonesia,Married,14949900,30-04-2000
3528-9470-0050-0215,8888500215,Male,09-06-1991,Private Employee,Bandung,796200,Indonesia,Married,11809500,05-09-2003
3528-9470-0050-0216,8888500216,Male,10-03-1950,Professional,Purwokerto,671900,Singapore,Divorced,10189300,07-08-2014
3528-9470-0050-0217,8888500217,Male,20-06-1963,Civil Servant,Jakarta,756700,Indonesia,Married,8985900,09-01-2016
3528-9470-0050-0218,8888500218,Male,01-04-1967,Civil Servant,Medan,716900,India,Married,15350400,13-09-2002
3528-9470-0050-0219,8888500219,Male,14-07-1958,Civil Servant,Padang,542800,Indonesia,Married,15306900,02-12-2010
3528-9470-0050-0220,8888500220,Male,18-09-1951,Housewife,Yogyakarta,894800,Indonesia,Married,9350400,28-03-2006
3528-9470-0050-0221,8888500221,Male,29-07-1971,Professional,Banjar,300100,Malaysia,Married,6293500,29-06-2013
3528-9470-0050-0222,8888500222,Male,27-07-1972,Professional,Yogyakarta,850800,Malaysia,Single,5805100,13-10-2009
3528-9470-0050-0223,8888500223,Female,03-08-1990,Civil Servant,Palembang,848600,Indonesia,Single,6559600,24-10-2011
3528-9470-0050-0224,8888500224,Male,14-02-1999,Professional,Padang,455700,China,Married,19491300,24-10-2012
3528-9470-0050-0225,8888500225,Male,04-03-1988,Housewife,Palembang,382100,Indonesia,Married,9923500,24-03-2012
3528-9470-0050-0226,8888500226,Female,26-06-1954,Civil Servant,Medan,509500,Indonesia,Single,11507800,02-08-2007
3528-9470-0050-0227,8888500227,Female,18-02-1971,Professional,Banjar,757700,Indonesia,Single,1423900,15-11-2002
3528-9470-0050-0228,8888500228,Male,15-05-1993,Civil Servant,Surabaya,272300,Thailand,Married,3730900,08-07-2003
3528-9470-0050-0229,8888500229,Female,07-10-1954,Professional,Tasik,100400,Indonesia,Married,3456000,13-09-2011
3528-9470-0050-0230,8888500230,Male,13-12-1958,Civil Servant,Padang,850100,Indonesia,Married,6905100,24-06-2000
3528-9470-0050-0231,8888500231,Female,19-01-1990,Self Employee,Bandung,649500,Indonesia,Married,15997200,01-07-2010
