3528-9470-0054-0763,Cashback,877200,IDR,5603,14-02-2016,Retail Foreign
3528-9470-0055-0623,Gold,61200,IDR,8929,10-02-2016,Online Transaction
3528-9470-0059-0136,Gold,1110900,IDR,6131,06-02-2016,Online Transaction
3528-9470-0053-0212,Cashback,1037700,IDR,6599,25-02-2016,Retail Foreign
3528-9470-0056-0572,Classic,1358200,IDR,7080,03-02-2016,Retail Foreign
3528-9470-0052-0319,Classic,1959500,IDR,8855,17-02-2016,Online Transaction
3528-9470-0054-0174,Gold,1810300,IDR,5117,07-02-2016,Retail Domestic
3528-9470-0058-0493,Platinum,154600,IDR,6247,11-02-2016,Retail Domestic
3528-9470-0051-0503,Classic,859700,SGD,1738,02-02-2016,Online Transaction
3528-9470-0056-0402,Classic,1455800,IDR,8563,27-02-2016,Online Transaction
3528-9470-0053-0218,Cashback,1856800,IDR,503,25-02-2016,Online Transaction
3528-9470-0055-0606,Cashback,927100,IDR,1054,08-02-2016,Retail Foreign
3528-9470-0050-0968,Platinum,284100,IDR,1045,20-02-2016,Online Transaction
3528-9470-0057-0566,Classic,444800,IDR,5012,13-02-2016,Retail Foreign
3528-9470-0051-0530,Cashback,1660100,IDR,2003,27-02-2016,Retail Foreign
3528-9470-0051-0913,Gold,1752900,IDR,7437,14-02-2016,Retail Domestic
3528-9470-0055-0205,Classic,1577300,IDR,8417,13-02-2016,Online Transaction
3528-9470-0056-0961,Classic,1671000,IDR,384,28-02-2016,Online Transaction
3528-9470-0058-0451,Classic,1072100,IDR,3663,04-02-2016,Retail Domestic
3528-9470-0050-0477,Gold,713100,SGD,3617,03-02-2016,Retail Domestic
3528-9470-0052-0781,Gold,1665500,IDR,9302,02-02-2016,Online Transaction
3528-9470-0058-0689,Gold,1047400,IDR,3420,17-02-2016,Online Transaction
3528-9470-0055-0898,Gold,537400,SGD,8263,19-02-2016,Retail Foreign
3528-9470-0051-0563,Platinum,80600,IDR,7880,17-02-2016,Online Transaction
3528-9470-0056-0091,Platinum,819400,IDR,1510,06-02-2016,Online Transaction
3528-9470-0059-0305,Cashback,373700,IDR,4705,13-02-2016,Online Transaction
3528-9470-0052-0869,Platinum,751600,IDR,6757,16-02-2016,Online Transaction
3528-9470-0058-0140,Gold,1376200,SGD,7709,16-02-2016,Retail Foreign
3528-9470-0053-0858,Gold,1566100,IDR,8977,01-02-2016,Retail Domestic
3528-9470-0050-0318,Gold,651000,IDR,1680,09-02-2016,Retail Domestic
3528-9470-0058-0938,Platinum,826000,IDR,7422,24-02-2016,Retail Domestic
3528-9470-0059-0382,Gold,922200,IDR,4915,22-02-2016,Retail Domestic
3528-9470-0054-0634,Gold,137800,SGD,3197,06-02-2016,Retail Domestic
3528-9470-0050-0688,Classic,1863700,SGD,7068,17-02-2016,Online Transaction
3528-9470-0058-0758,Classic,931300,IDR,1080,22-02-2016,Retail Domestic
3528-9470-0059-0164,Platinum,1813600,IDR,6307,14-02-2016,Online Transaction
3528-9470-0057-0298,Cashback,309300,IDR,6937,08-02-2016,Online Transaction
3528-9470-0058-0330,Classic,1269900,SGD,2866,25-02-2016,Retail Domestic
3528-9470-0051-0560,Classic,1457800,IDR,4460,07-02-2016,Retail Foreign
3528-9470-0057-0564,Gold,516300,IDR,7277,06-02-2016,Retail Domestic
3528-9470-0055-0557,Platinum,1861700,IDR,1478,15-02-2016,Retail Domestic
3528-9470-0058-0613,Cashback,148400,IDR,856,24-02-2016,Retail Foreign
3528-9470-0051-0652,Gold,683300,IDR,1745,13-02-2016,Online Transaction
3528-9470-0059-0363,Cashback,1824100,SGD,6147,26-02-2016,Retail Foreign
3528-9470-0059-0447,Classic,1483900,IDR,6645,06-02-2016,Retail Foreign
3528-9470-0053-0856,Cashback,1093800,IDR,1324,16-02-2016,Retail Foreign
3528-9470-0053-0923,Platinum,898600,IDR,2137,04-02-2016,Retail Domestic
3528-9470-0052-0548,Platinum,480800,IDR,1951,15-02-2016,Retail Domestic
3528-9470-0055-0832,Platinum,142300,IDR,2258,18-02-2016,Retail Foreign
3528-9470-0053-0833,Platinum,1828600,IDR,1497,04-02-2016,Retail Foreign
3528-9470-0058-0337,Gold,1100600,IDR,5077,05-02-2016,Retail Domestic
3528-9470-0053-0805,Platinum,1113200,IDR,4053,16-02-2016,Retail Foreign
3528-9470-0057-0904,Platinum,997800,IDR,3427,08-02-2016,Online Transaction
3528-9470-0057-0273,Classic,1453100,IDR,6342,21-02-2016,Retail Domestic
3528-9470-0051-0439,Classic,132700,IDR,5729,15-02-2016,Retail Foreign
3528-9470-0050-0027,Classic,847800,IDR,6252,15-02-2016,Retail Domestic
3528-9470-0053-0682,Cashback,1848800,IDR,5671,03-02-2016,Retail Foreign
3528-9470-0050-0354,Platinum,1222800,IDR,3856,18-02-2016,Online Transaction
3528-9470-0050-0849,Platinum,322600,SGD,2814,01-02-2016,Retail Foreign
3528-9470-0050-0806,Classic,288200,IDR,1139,26-02-2016,Retail Foreign
3528-9470-0051-0516,Gold,14200,IDR,8143,01-02-2016,Retail Foreign
3528-9470-0055-0211,Gold,1843400,IDR,9011,22-02-2016,Retail Foreign
3528-9470-0056-0767,Platinum,1668100,SGD,8823,12-02-2016,Retail Foreign
3528-9470-0052-0941,Classic,1058400,IDR,6277,23-02-2016,Retail Foreign
3528-9470-0051-0580,Cashback,1692100,SGD,1347,06-02-2016,Online Transaction
3528-9470-0053-0429,Classic,1262600,IDR,5902,03-02-2016,Retail Domestic
3528-9470-0058-0471,Platinum,499500,IDR,5778,13-02-2016,Retail Domestic
3528-9470-0052-0933,Cashback,1853400,IDR,7544,16-02-2016,Retail Foreign
3528-9470-0054-0380,Gold,1966200,IDR,4578,01-02-2016,Retail Domestic
3528-9470-0053-0549,Gold,920800,IDR,5896,17-02-2016,Online Transaction
3528-9470-0053-0817,Gold,581100,SGD,7521,04-02-2016,Online Transaction
3528-9470-0050-0483,Platinum,958300,IDR,8985,10-02-2016,Online Transaction
3528-9470-0053-0248,Gold,1130600,IDR,1552,05-02-2016,Retail Domestic
3528-9470-0051-0562,Platinum,557500,IDR,3979,04-02-2016,Retail Domestic
3528-9470-0057-0740,Classic,827900,IDR,1271,28-02-2016,Retail Foreign
3528-9470-0053-0000,Platinum,1254200,IDR,9292,12-02-2016,Retail Domestic
3528-9470-0052-0845,Cashback,1611400,IDR,1521,04-02-2016,Retail Foreign
3528-9470-0051-0415,Platinum,1477000,IDR,3769,02-02-2016,Online Transaction
3528-9470-0056-0750,Gold,1431900,IDR,5176,27-02-2016,Online Transaction
3528-9470-0050-0094,Gold,1792100,IDR,9053,25-02-2016,Retail Foreign
3528-9470-0057-0660,Cashback,1405400,IDR,8048,08-02-2016,Retail Domestic
3528-9470-0055-0507,Cashback,360000,IDR,7005,23-02-2016,Online Transaction
3528-9470-0055-0440,Gold,535000,SGD,5144,02-02-2016,Retail Foreign
3528-9470-0059-0077,Classic,1803300,IDR,1430,28-02-2016,Online Transaction
3528-9470-0053-0508,Gold,1947500,IDR,9095,08-02-2016,Retail Domestic
3528-9470-0052-0189,Platinum,1484200,IDR,5410,18-02-2016,Retail Foreign
3528-9470-0056-0976,Platinum,1349300,IDR,7655,16-02-2016,Retail Domestic
3528-9470-0050-0465,Gold,1228700,IDR,3083,18-02-2016,Retail Domestic
3528-9470-0051-0036,Cashback,554400,IDR,7356,19-02-2016,Retail Domestic
3528-9470-0058-0268,Gold,1580700,IDR,3333,04-02-2016,Online Transaction
3528-9470-0051-0606,Platinum,1864800,IDR,260,02-02-2016,Retail Foreign
3528-9470-0059-0477,Gold,1744700,IDR,2236,14-02-2016,Retail Domestic
3528-9470-0058-0217,Gold,1276900,IDR,5609,07-02-2016,Retail Foreign
3528-9470-0059-0500,Gold,1059800,IDR,4869,01-02-2016,Retail Domestic
3528-9470-0053-0155,Platinum,975400,IDR,9136,22-02-2016,Retail Domestic
3528-9470-0058-0537,Gold,326400,IDR,3804,20-02-2016,Retail Foreign
3528-9470-0057-0852,Platinum,378300,IDR,3902,25-02-2016,Retail Domestic
3528-9470-0056-0098,Cashback,1802900,IDR,3362,04-02-2016,Retail Foreign
3528-9470-0059-0525,Classic,1121600,IDR,7502,28-02-2016,Retail Foreign
3528-9470-0055-0769,Cashback,1219300,SGD,1135,15-02-2016,Online Transaction
3528-9470-0059-0069,Cashback,172000,SGD,8582,05-02-2016,Retail Domestic
3528-9470-0050-0226,Gold,1472000,IDR,1669,07-02-2016,Retail Foreign
3528-9470-0050-0197,Classic,1481100,IDR,6313,05-02-2016,Online Transaction
3528-9470-0050-0502,Platinum,547500,IDR,6931,14-02-2016,Online Transaction
3528-9470-0059-0828,Classic,1465000,IDR,5809,13-02-2016,Retail Domestic
3528-9470-0057-0501,Gold,257800,IDR,6393,20-02-2016,Retail Domestic
3528-9470-0053-0730,Cashback,1606500,IDR,5292,28-02-2016,Retail Domestic
3528-9470-0050-0767,Platinum,1269900,IDR,1314,19-02-2016,Retail Foreign
3528-9470-0051-0412,Cashback,480000,IDR,3723,26-02-2016,Retail Domestic
3528-9470-0054-0496,Classic,164100,IDR,5542,11-02-2016,Retail Domestic
3528-9470-0054-0262,Gold,1581000,IDR,3132,21-02-2016,Retail Domestic
3528-9470-0058-0801,Platinum,773600,IDR,5365,23-02-2016,Retail Foreign
3528-9470-0054-0937,Gold,204600,IDR,1227,11-02-2016,Retail Foreign
3528-9470-0053-0233,Platinum,810100,IDR,5367,28-02-2016,Retail Foreign
3528-9470-0050-0008,Cashback,681200,IDR,608,09-02-2016,Retail Domestic
3528-9470-0052-0540,Platinum,855600,IDR,5514,23-02-2016,Retail Domestic
3528-9470-0054-0844,Platinum,347800,IDR,6479,22-02-2016,Retail Domestic
3528-9470-0054-0689,Gold,1700400,IDR,3288,10-02-2016,Retail Domestic
3528-9470-0054-0761,Classic,517900,IDR,6050,27-02-2016,Retail Domestic
3528-9470-0052-0126,Cashback,290500,IDR,3402,06-02-2016,Retail Foreign
3528-9470-0052-0403,Classic,1724700,IDR,943,26-02-2016,Retail Domestic
3528-9470-0056-0295,Gold,1012100,IDR,1064,16-02-2016,Online Transaction
3528-9470-0050-0392,Cashback,713800,IDR,5309,15-02-2016,Retail Domestic
3528-9470-0058-0403,Cashback,1827600,SGD,1828,28-02-2016,Retail Domestic
3528-9470-0057-0212,Classic,1187500,IDR,488,23-02-2016,Online Transaction
3528-9470-0054-0434,Classic,850000,IDR,1386,20-02-2016,Retail Domestic
3528-9470-0050-0353,Cashback,1048800,IDR,370,06-02-2016,Retail Domestic
3528-9470-0051-0418,Gold,1773400,IDR,2527,19-02-2016,Retail Foreign
3528-9470-0054-0698,Gold,985200,IDR,5238,19-02-2016,Retail Domestic
3528-9470-0052-0943,Gold,1058900,IDR,6843,14-02-2016,Retail Foreign
3528-9470-0055-0169,Classic,123300,IDR,2994,18-02-2016,Retail Foreign
3528-9470-0050-0922,Platinum,1963700,IDR,6316,23-02-2016,Online Transaction
3528-9470-0054-0615,Gold,710400,IDR,8594,20-02-2016,Retail Domestic
3528-9470-0051-0610,Classic,1493100,IDR,2317,03-02-2016,Online Transaction
3528-9470-0057-0949,Cashback,488700,IDR,2315,26-02-2016,Retail Domestic
3528-9470-0058-0869,Classic,341300,IDR,6146,04-02-2016,Retail Domestic
3528-9470-0054-0544,Gold,1683300,IDR,8625,09-02-2016,Retail Domestic
3528-9470-0059-0680,Classic,804000,IDR,6026,24-02-2016,Online Transaction
3528-9470-0051-0874,Platinum,345000,IDR,1086,18-02-2016,Retail Foreign
3528-9470-0053-0914,Classic,1933200,IDR,1449,26-02-2016,Retail Foreign
3528-9470-0059-0398,Gold,1883400,IDR,2894,24-02-2016,Retail Domestic
3528-9470-0055-0347,Classic,1695000,IDR,9305,27-02-2016,Retail Foreign
3528-9470-0059-0708,Cashback,1656600,IDR,6953,10-02-2016,Retail Foreign
3528-9470-0058-0919,Gold,472800,IDR,5388,04-02-2016,Retail Domestic
3528-9470-0059-0915,Gold,1328600,IDR,4580,06-02-2016,Online Transaction
3528-9470-0050-0260,Gold,753500,IDR,3980,12-02-2016,Retail Foreign
3528-9470-0055-0291,Platinum,855100,IDR,7152,27-02-2016,Retail Foreign
3528-9470-0052-0446,Classic,322300,IDR,7131,02-02-2016,Retail Foreign
3528-9470-0052-0161,Platinum,1982600,IDR,4162,24-02-2016,Retail Domestic
3528-9470-0057-0021,Classic,671400,IDR,2639,21-02-2016,Retail Domestic
3528-9470-0057-0042,Gold,1929900,IDR,2395,06-02-2016,Online Transaction
3528-9470-0059-0261,Cashback,1080600,IDR,2771,18-02-2016,Retail Foreign
3528-9470-0059-0033,Gold,198100,IDR,9216,14-02-2016,Retail Foreign
3528-9470-0055-0687,Platinum,1071700,IDR,4448,14-02-2016,Retail Foreign
3528-9470-0057-0457,Classic,165800,IDR,5237,03-02-2016,Online Transaction
3528-9470-0058-0833,Classic,599200,IDR,212,18-02-2016,Retail Domestic
3528-9470-0051-0752,Classic,1549400,IDR,1362,12-02-2016,Online Transaction
3528-9470-0053-0264,Cashback,1773800,IDR,1224,03-02-2016,Retail Domestic
3528-9470-0051-0610,Platinum,209400,IDR,2943,05-02-2016,Online Transaction
3528-9470-0051-0836,Cashback,486500,IDR,7475,16-02-2016,Retail Foreign
3528-9470-0055-0370,Platinum,340900,IDR,9203,17-02-2016,Retail Domestic
3528-9470-0053-0215,Cashback,585700,IDR,4806,27-02-2016,Online Transaction
3528-9470-0059-0655,Platinum,800800,IDR,7940,26-02-2016,Retail Domestic
3528-9470-0050-0643,Platinum,168400,IDR,4443,19-02-2016,Online Transaction
3528-9470-0052-0266,Cashback,1404800,IDR,3726,26-02-2016,Online Transaction
3528-9470-0059-0953,Gold,1543900,IDR,1035,14-02-2016,Retail Domestic
3528-9470-0054-0322,Gold,1895100,IDR,6475,07-02-2016,Retail Foreign
3528-9470-0057-0834,Platinum,1396800,IDR,2192,07-02-2016,Online Transaction
3528-9470-0051-0649,Platinum,603900,SGD,4379,02-02-2016,Retail Domestic
3528-9470-0050-0347,Platinum,1760700,IDR,806,03-02-2016,Retail Foreign
3528-9470-0056-0421,Platinum,339500,IDR,4335,15-02-2016,Retail Domestic
3528-9470-0053-0691,Classic,1316200,IDR,522,12-02-2016,Online Transaction
3528-9470-0058-0053,Classic,1654700,IDR,7616,21-02-2016,Retail Foreign
3528-9470-0055-0218,Classic,659000,IDR,8252,18-02-2016,Retail Domestic
3528-9470-0053-0339,Platinum,1969900,IDR,8649,08-02-2016,Online Transaction
3528-9470-0052-0698,Gold,1946800,IDR,4682,02-02-2016,Retail Foreign
3528-9470-0054-0843,Classic,1605800,IDR,3016,14-02-2016,Online Transaction
3528-9470-0058-0839,Cashback,1744800,IDR,775,02-02-2016,Retail Domestic
3528-9470-0055-0541,Gold,372500,SGD,2584,17-02-2016,Retail Foreign
3528-9470-0054-0044,Cashback,265700,IDR,6577,25-02-2016,Online Transaction
3528-9470-0058-0710,Classic,694900,IDR,1255,21-02-2016,Retail Foreign
3528-9470-0053-0437,Platinum,946800,SGD,6125,19-02-2016,Retail Domestic
3528-9470-0057-0071,Classic,1915800,IDR,7638,19-02-2016,Retail Domestic
3528-9470-0054-0120,Classic,675900,IDR,6221,01-02-2016,Retail Foreign
3528-9470-0054-0175,Platinum,763000,IDR,7616,14-02-2016,Retail Domestic
3528-9470-0050-0693,Gold,1324100,SGD,1943,14-02-2016,Online Transaction
3528-9470-0056-0049,Gold,1526800,IDR,6259,21-02-2016,Retail Domestic
3528-9470-0052-0019,Gold,111700,IDR,7151,10-02-2016,Retail Foreign
3528-9470-0053-0085,Cashback,186000,IDR,7342,20-02-2016,Online Transaction
3528-9470-0058-0239,Cashback,410600,SGD,7048,25-02-2016,Online Transaction
3528-9470-0057-0177,Classic,758000,IDR,8867,28-02-2016,Online Transaction
3528-9470-0052-0039,Gold,1503100,IDR,4741,10-02-2016,Retail Foreign
3528-9470-0052-0117,Classic,1244200,IDR,705,13-02-2016,Retail Domestic
3528-9470-0052-0163,Gold,1937800,IDR,4648,16-02-2016,Online Transaction
3528-9470-0052-0231,Gold,479800,IDR,146,01-02-2016,Retail Domestic
3528-9470-0057-0181,Gold,1865900,IDR,5282,15-02-2016,Online Transaction
3528-9470-0055-0275,Cashback,78500,IDR,2559,05-02-2016,Retail Domestic
3528-9470-0056-0504,Platinum,193900,SGD,486,06-02-2016,Retail Domestic
3528-9470-0055-0568,Classic,40700,IDR,1335,21-02-2016,Retail Domestic
3528-9470-0050-0648,Gold,791300,SGD,99,07-02-2016,Retail Foreign
3528-9470-0052-0391,Platinum,1025300,IDR,6386,21-02-2016,Retail Domestic
3528-9470-0052-0754,Platinum,702600,IDR,7601,18-02-2016,Online Transaction
3528-9470-0057-0622,Platinum,905800,IDR,2316,04-02-2016,Retail Domestic
3528-9470-0054-0348,Gold,1471300,IDR,8299,08-02-2016,Retail Domestic
3528-9470-0051-0627,Cashback,1597600,IDR,7531,19-02-2016,Online Transaction
3528-9470-0058-0360,Classic,1596100,IDR,5048,08-02-2016,Retail Foreign
3528-9470-0050-0405,Gold,841600,IDR,231,10-02-2016,Retail Foreign
3528-9470-0053-0389,Cashback,282600,IDR,8279,18-02-2016,Retail Foreign
3528-9470-0052-0971,Platinum,1844700,IDR,382,20-02-2016,Retail Foreign
3528-9470-0051-0219,Gold,1358800,IDR,3148,18-02-2016,Online Transaction
3528-9470-0050-0007,Gold,539600,IDR,2586,15-02-2016,Retail Domestic
3528-9470-0050-0585,Gold,747900,IDR,4148,09-02-2016,Retail Domestic
3528-9470-0057-0740,Classic,278400,IDR,6341,06-02-2016,Online Transaction
3528-9470-0055-0185,Platinum,1096500,SGD,6941,08-02-2016,Retail Domestic
3528-9470-0058-0096,Classic,786600,IDR,4321,18-02-2016,Retail Foreign
3528-9470-0059-0952,Cashback,133700,SGD,9312,06-02-2016,Retail Domestic
3528-9470-0050-0080,Classic,247900,IDR,9458,25-02-2016,Retail Foreign
3528-9470-0052-0563,Cashback,1334200,SGD,948,17-02-2016,Retail Domestic
3528-9470-0059-0420,Classic,132400,IDR,5120,11-02-2016,Retail Foreign
3528-9470-0053-0209,Gold,427400,SGD,4004,04-02-2016,Online Transaction
3528-9470-0055-0462,Classic,891000,IDR,8072,23-02-2016,Online Transaction
3528-9470-0052-0610,Platinum,1300300,IDR,2583,15-02-2016,Retail Domestic
3528-9470-0051-0303,Cashback,1015600,IDR,681,28-02-2016,Retail Domestic
3528-9470-0057-0279,Classic,1900200,IDR,8824,25-02-2016,Retail Domestic
3528-9470-0058-0189,Gold,523200,IDR,2529,21-02-2016,Online Transaction
3528-9470-0051-0039,Platinum,699700,IDR,4299,28-02-2016,Online Transaction
3528-9470-0057-0148,Platinum,466400,IDR,4763,26-02-2016,Retail Domestic
3528-9470-0054-0787,Gold,1148300,IDR,9129,26-02-2016,Retail Domestic
3528-9470-0057-0889,Cashback,525000,IDR,4205,09-02-2016,Online Transaction
3528-9470-0055-0513,Platinum,1983100,IDR,3333,05-02-2016,Online Transaction
3528-9470-0053-0936,Classic,1207000,IDR,7312,18-02-2016,Retail Domestic
3528-9470-0050-0561,Cashback,1571800,IDR,4897,02-02-2016,Online Transaction
3528-9470-0051-0021,Cashback,1765900,IDR,9025,09-02-2016,Online Transaction
3528-9470-0057-0150,Gold,1174400,IDR,5400,09-02-2016,Retail Domestic
3528-9470-0050-0726,Cashback,1359900,IDR,1243,19-02-2016,Retail Foreign
3528-9470-0058-0134,Cashback,470500,IDR,6138,04-02-2016,Retail Domestic
3528-9470-0059-0370,Classic,1525400,IDR,1753,18-02-2016,Retail Foreign
3528-9470-0056-0022,Cashback,1085800,IDR,2354,05-02-2016,Online Transaction
3528-9470-0050-0155,Cashback,572800,IDR,2117,07-02-2016,Retail Foreign
3528-9470-0054-0241,Gold,517700,IDR,2270,24-02-2016,Retail Foreign
3528-9470-0055-0550,Platinum,863500,IDR,524,05-02-2016,Retail Foreign
3528-9470-0059-0652,Cashback,1150000,IDR,9027,11-02-2016,Online Transaction
3528-9470-0053-0938,Cashback,672200,IDR,3903,04-02-2016,Online Transaction
3528-9470-0051-0318,Classic,1831100,IDR,141,13-02-2016,Retail Foreign
3528-9470-0050-0502,Gold,546400,IDR,9061,02-02-2016,Online Transaction
3528-9470-0055-0517,Platinum,1680000,IDR,7750,11-02-2016,Online Transaction
3528-9470-0051-0369,Platinum,843400,IDR,3391,05-02-2016,Online Transaction
3528-9470-0056-0008,Platinum,511300,IDR,7606,28-02-2016,Retail Foreign
3528-9470-0059-0997,Classic,1451300,IDR,9120,17-02-2016,Retail Domestic
3528-9470-0053-0547,Gold,666400,IDR,8861,14-02-2016,Online Transaction
3528-9470-0059-0820,Platinum,1268900,SGD,8033,26-02-2016,Retail Foreign
3528-9470-0052-0654,Gold,1608400,IDR,536,20-02-2016,Retail Foreign
3528-9470-0059-0133,Classic,1487600,SGD,2665,22-02-2016,Retail Domestic
3528-9470-0057-0626,Cashback,1022500,IDR,9428,17-02-2016,Online Transaction
3528-9470-0056-0239,Gold,1293200,IDR,8274,15-02-2016,Retail Domestic
3528-9470-0057-0805,Platinum,745000,IDR,5817,08-02-2016,Retail Domestic
3528-9470-0056-0836,Cashback,976500,IDR,9053,22-02-2016,Retail Domestic
3528-9470-0053-0091,Gold,416400,IDR,1686,08-02-2016,Online Transaction
3528-9470-0057-0656,Gold,76400,IDR,9068,13-02-2016,Retail Foreign
3528-9470-0053-0710,Cashback,67700,IDR,6810,22-02-2016,Retail Domestic
3528-9470-0059-0360,Platinum,567900,IDR,7777,09-02-2016,Online Transaction
3528-9470-0059-0229,Gold,1500900,IDR,2770,02-02-2016,Online Transaction
3528-9470-0059-0676,Platinum,1724700,IDR,6948,25-02-2016,Retail Foreign
3528-9470-0059-0823,Cashback,815600,IDR,2679,14-02-2016,Retail Foreign
